season,week,team_id,slot,player_id,player_name,position,nfl_team,opponent,fantasy_points,stat_5,stat_6,stat_7,stat_14,stat_15,stat_20,stat_21,stat_22,stat_28,stat_29,stat_32,stat_30,stat_33,stat_35,stat_36,stat_37,stat_38,stat_39,stat_45,stat_46,stat_47,stat_49,stat_50,stat_93,stat_53,stat_54
2019,1,1,QB,2560757,Lamar Jackson,QB,BAL,@MIA,43.56,324.0,5.0,,6.0,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,RB,2556075,Derrick Henry,RB,TEN,@CLE,28.9,,,,84.0,1.0,1.0,75.0,1.0,,,,,,,,,,,,,,,,,,
2019,1,1,RB,2558116,Aaron Jones,RB,GB,@CHI,4.9,,,,39.0,,1.0,,,,,,,,,,,,,,,,,,,,
2019,1,1,WR,2537931,Josh Gordon,WR,SEA,CIN,16.3,,,,,,3.0,73.0,1.0,,,,,,,,,,,,,,,,,,
2019,1,1,WR,2558149,JuJu Smith-Schuster,WR,PIT,@NE,13.8,,,,,,6.0,78.0,,,,,,,,,,,,,,,,,,,
2019,1,1,TE,2495966,Delanie Walker,TE,TEN,@CLE,22.5,,,,,,5.0,55.0,2.0,,,,,,,,,,,,,,,,,,
2019,1,1,W/R,2543457,Sammy Watkins,WR,KC,@JAX,46.8,,,,,,9.0,198.0,3.0,,,,,,,,,,,,,,,,,,
2019,1,1,BN,2550272,Albert Wilson,WR,MIA,BAL,3.4,,,,1.0,,2.0,13.0,,,,,,,,,,,,,,,,,,,
2019,1,1,BN,2552408,Darren Waller,TE,LV,DEN,14.0,,,,,,7.0,70.0,,,,,,,,,,,,,,,,,,,
2019,1,1,BN,2555260,Dak Prescott,QB,DAL,NYG,41.4,405.0,4.0,,12.0,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,BN,2560813,D.J. Moore,WR,CAR,LAR,12.6,,,,,,7.0,76.0,,,,,1.0,,,,,,,,,,,,,,
2019,1,1,BN,2562379,Marquise Brown,WR,BAL,@MIA,30.7,,,,,,4.0,147.0,2.0,,,,,,,,,,,,,,,,,,
2019,1,1,K,2506922,Stephen Gostkowski,K,NE,PIT,15.0,,,,,,,,,,,,,3.0,,1.0,2.0,1.0,,,,,,,,,
2019,1,1,DEF,100007,Cleveland Browns,,,TEN,0.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,35.0
2019,1,1,BN,100020,Minnesota Vikings,,,ATL,14.0,,,,,,,,,,,,,,,,,,,4.0,2.0,1.0,,,,,12.0
2019,1,1,QB,2555259,Carson Wentz,QB,PHI,WAS,31.02,313.0,3.0,,5.0,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,RB,2552461,Duke Johnson,RB,HOU,@NO,13.0,,,,57.0,,4.0,33.0,,,,,,,,,,,,,,,,,,,
2019,1,1,RB,2558865,Chris Carson,RB,SEA,CIN,24.0,,,,46.0,1.0,6.0,34.0,1.0,,,,1.0,,,,,,,,,,,,,,
2019,1,1,WR,2495454,Julio Jones,WR,ATL,@MIN,15.1,,,,,,6.0,31.0,1.0,,,,,,,,,,,,,,,,,,
2019,1,1,WR,2555295,Sterling Shepard,WR,NYG,@DAL,10.2,,,,,,6.0,42.0,,,,,,,,,,,,,,,,,,,
2019,1,1,TE,2558266,George Kittle,TE,SF,@TB,13.4,,,,,,8.0,54.0,,,,,,,,,,,,,,,,,,,
2019,1,1,W/R,497322,Emmanuel Sanders,WR,SF,@TB,19.6,,,,,,5.0,86.0,1.0,,,,,,,,,,,,,,,,,,
2019,1,1,BN,1581,DeSean Jackson,WR,PHI,WAS,35.4,,,,,,8.0,154.0,2.0,,,,,,,,,,,,,,,,,,
2019,1,1,BN,2540148,Tyler Eifert,TE,CIN,@SEA,7.7,,,,,,5.0,27.0,,,,,,,,,,,,,,,,,,,
2019,1,1,BN,2552415,Jamison Crowder,WR,NYJ,BUF,24.3,,,,4.0,,14.0,99.0,,,,,,,,,,,,,,,,,,,
2019,1,1,BN,2555261,Jacoby Brissett,QB,IND,@LAC,20.5,190.0,2.0,,9.0,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,BN,2562722,Miles Sanders,RB,PHI,WAS,3.7,,,,25.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,
2019,1,1,K,2536340,Justin Tucker,K,BAL,@MIA,11.0,,,,,,,,,,,,,8.0,,,1.0,,,,,,,,,,
2019,1,1,DEF,100005,Chicago Bears,,,GB,9.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,10.0
2019,1,1,BN,100002,Baltimore Ravens,,,@MIA,13.0,,,,,,,,,,,,,,,,,,,3.0,2.0,1.0,,,,,10.0
2019,2,1,QB,2560757,Lamar Jackson,QB,BAL,ARI,34.88,272.0,2.0,,120.0,,,,,,,,,,,,,,,,,,,,,,
2019,2,1,RB,2556075,Derrick Henry,RB,TEN,IND,17.4,,,,82.0,1.0,2.0,12.0,,,,,,,,,,,,,,,,,,,
2019,2,1,RB,2558116,Aaron Jones,RB,GB,MIN,25.0,,,,116.0,1.0,4.0,34.0,,,,,,,,,,,,,,,,,,,
2019,2,1,WR,2543457,Sammy Watkins,WR,KC,@LV,10.9,,,,,,6.0,49.0,,,,,,,,,,,,,,,,,,,
2019,2,1,WR,2558149,JuJu Smith-Schuster,WR,PIT,SEA,13.4,,,,,,5.0,84.0,,,,,,,,,,,,,,,,,,,
2019,2,1,TE,2495966,Delanie Walker,TE,TEN,IND,7.9,,,,,,4.0,39.0,,,,,,,,,,,,,,,,,,,
2019,2,1,W/R,2560813,D.J. Moore,WR,CAR,TB,17.9,,,,,,9.0,89.0,,,,,,,,,,,,,,,,,,,
2019,2,1,BN,2537931,Josh Gordon,WR,SEA,@PIT,3.9,,,,,,2.0,19.0,,,,,,,,,,,,,,,,,,,
2019,2,1,BN,2552408,Darren Waller,TE,LV,KC,12.3,,,,,,6.0,63.0,,,,,,,,,,,,,,,,,,,
2019,2,1,BN,2555260,Dak Prescott,QB,DAL,@WAS,33.66,269.0,3.0,1.0,69.0,,,,,,,,,,,,,,,,,,,,,,
2019,2,1,BN,2561018,D.J. Chark,WR,JAX,@HOU,18.5,,,,,,7.0,55.0,1.0,,,,,,,,,,,,,,,,,,
2019,2,1,BN,2562379,Marquise Brown,WR,BAL,ARI,16.6,,,,,,8.0,86.0,,,,,,,,,,,,,,,,,,,
2019,2,1,K,2506922,Stephen Gostkowski,K,NE,@MIA,7.0,,,,,,,,,,,,,4.0,,1.0,,,,,,,,,,,
2019,2,1,DEF,100020,Minnesota Vikings,,,@GB,6.0,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,21.0
2019,2,1,BN,100024,New York Jets,,,CLE,5.0,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,23.0
2019,2,1,QB,2495455,Cam Newton,QB,CAR,TB,11.32,333.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2019,2,1,RB,2559169,Austin Ekeler,RB,LAC,@DET,23.3,,,,66.0,1.0,6.0,67.0,,,,,1.0,,,,,,,,,,,,,,
2019,2,1,RB,2560968,Saquon Barkley,RB,NYG,BUF,22.5,,,,107.0,1.0,3.0,28.0,,,,,,,,,,,,,,,,,,,
2019,2,1,WR,2552487,Amari Cooper,WR,DAL,@WAS,14.4,,,,,,4.0,44.0,1.0,,,,,,,,,,,,,,,,,,
2019,2,1,WR,2555466,Tyler Boyd,WR,CIN,SF,22.2,,,,,,10.0,122.0,,,,,,,,,,,,,,,,,,,
2019,2,1,TE,2540158,Zach Ertz,TE,PHI,@ATL,17.2,,,,,,8.0,72.0,,,,1.0,,,,,,,,,,,,,,,
2019,2,1,W/R,2533039,Alshon Jeffery,WR,PHI,@ATL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,1,BN,79860,Matthew Stafford,QB,DET,LAC,19.1,245.0,2.0,2.0,13.0,,,,,,,,,,,,,,,,,,,,,,
2019,2,1,BN,2495700,Greg Olsen,TE,CAR,TB,17.0,,,,,,6.0,110.0,,,,,,,,,,,,,,,,,,,
2019,2,1,BN,2533040,Mohamed Sanu,WR,NE,@MIA,5.6,,,,,,4.0,16.0,,,,,,,,,,,,,,,,,,,
2019,2,1,BN,2539265,Rex Burkhead,RB,NE,@MIA,8.8,,,,21.0,,2.0,47.0,,,,,,,,,,,,,,,,,,,
2019,2,1,BN,2558010,John Ross,WR,CIN,SF,21.2,,,,,,4.0,112.0,1.0,,,,,,,,,,,,,,,,,,
2019,2,1,BN,2562489,Terry McLaurin,WR,WAS,DAL,17.2,,,,,,5.0,62.0,1.0,,,,,,,,,,,,,,,,,,
2019,2,1,K,2534797,Greg Zuerlein,K,LA,NO,9.0,,,,,,,,,,,,,3.0,,2.0,,,,,,,,,,,
2019,2,1,DEF,100012,Tennessee Titans,,,IND,8.0,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,,,,,19.0
2019,3,1,QB,2560757,Lamar Jackson,QB,BAL,@KC,21.28,267.0,,,46.0,1.0,,,,,,,,,,,,,,,,,,,,,
2019,3,1,RB,2556075,Derrick Henry,RB,TEN,@JAX,11.6,,,,44.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
2019,3,1,RB,2559169,Austin Ekeler,RB,LAC,HOU,15.1,,,,36.0,,7.0,45.0,,,,,,,,,,,,,,,,,,,
2019,3,1,WR,2543457,Sammy Watkins,WR,KC,BAL,11.4,,,,,,5.0,64.0,,,,,,,,,,,,,,,,,,,
2019,3,1,WR,2562379,Marquise Brown,WR,BAL,@KC,6.9,,,,,,2.0,49.0,,,,,,,,,,,,,,,,,,,
2019,3,1,TE,2495966,Delanie Walker,TE,TEN,@JAX,13.4,,,,,,7.0,64.0,,,,,,,,,,,,,,,,,,,
2019,3,1,W/R,2558149,JuJu Smith-Schuster,WR,PIT,@SF,17.1,,,,,,3.0,81.0,1.0,,,,,,,,,,,,,,,,,,
2019,3,1,BN,2537931,Josh Gordon,WR,SEA,NO,14.4,,,,1.0,,6.0,83.0,,,,,,,,,,,,,,,,,,,
2019,3,1,BN,2550617,Taylor Gabriel,WR,CHI,@WAS,32.2,,,,7.0,,6.0,75.0,3.0,,,,,,,,,,,,,,,,,,
2019,3,1,BN,2552408,Darren Waller,TE,LV,@MIN,27.1,,,,7.0,,13.0,134.0,,,,,,,,,,,,,,,,,,,
2019,3,1,BN,2552600,Nelson Agholor,WR,PHI,DET,23.0,,,,,,8.0,50.0,2.0,,,,1.0,,,,,,,,,,,,,,
2019,3,1,BN,2560860,Mason Rudolph,QB,PIT,@SF,18.46,174.0,2.0,1.0,15.0,,,,,,,,,,,,,,,,,,,,,,
2019,3,1,BN,2561018,D.J. Chark,WR,JAX,TEN,17.6,,,,,,4.0,76.0,1.0,,,,,,,,,,,,,,,,,,
2019,3,1,K,2506922,Stephen Gostkowski,K,NE,NYJ,6.0,,,,,,,,,,,,,3.0,,,1.0,,,,,,,,,,
2019,3,1,DEF,100020,Minnesota Vikings,,,LV,7.0,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,14.0
2019,3,1,QB,2562299,Daniel Jones,QB,NYG,@TB,38.24,336.0,2.0,,28.0,2.0,,,,,,1.0,2.0,,,,,,,,,,,,,,
2019,3,1,RB,2506404,Frank Gore,RB,BUF,CIN,16.9,,,,76.0,1.0,2.0,13.0,,,,,,,,,,,,,,,,,,,
2019,3,1,RB,2561021,Nick Chubb,RB,CLE,LAR,17.1,,,,96.0,,4.0,35.0,,,,,,,,,,,,,,,,,,,
2019,3,1,WR,2543468,Mike Evans,WR,TB,NYG,45.0,,,,,,8.0,190.0,3.0,,,,,,,,,,,,,,,,,,
2019,3,1,WR,2556462,Robby Anderson,WR,NYJ,@NE,4.1,,,,,,3.0,11.0,,,,,,,,,,,,,,,,,,,
2019,3,1,TE,2543466,Eric Ebron,TE,IND,ATL,7.7,,,,,,3.0,47.0,,,,,,,,,,,,,,,,,,,
2019,3,1,W/R,2562805,Preston Williams,WR,MIA,@DAL,10.8,,,,,,4.0,68.0,,,,,,,,,,,,,,,,,,,
2019,3,1,BN,2495448,Randall Cobb,WR,DAL,MIA,4.3,,,,,,2.0,23.0,,,,,,,,,,,,,,,,,,,
2019,3,1,BN,2504775,Drew Brees,QB,NO,@SEA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,1,BN,2505629,Jason Witten,TE,DAL,MIA,8.4,,,,,,3.0,54.0,,,,,,,,,,,,,,,,,,,
2019,3,1,BN,2552409,DeVante Parker,WR,MIA,@DAL,8.6,,,,,,3.0,56.0,,,,,,,,,,,,,,,,,,,
2019,3,1,BN,2555230,Kenyan Drake,RB,ARI,CAR,8.2,,,,38.0,,3.0,34.0,,,,,1.0,,,,,,,,,,,,,,
2019,3,1,BN,2556214,Tyreek Hill,WR,KC,BAL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,1,K,2507374,Stephen Hauschka,K,BUF,CIN,7.0,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,
2019,3,1,DEF,100007,Cleveland Browns,,,LAR,9.0,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,,,,20.0
2019,4,1,QB,2560757,Lamar Jackson,QB,BAL,CLE,30.48,247.0,3.0,2.0,66.0,,,,,,,,,,,,,,,,,,,,,,
2019,4,1,RB,2556075,Derrick Henry,RB,TEN,@ATL,11.8,,,,100.0,,1.0,8.0,,,,,,,,,,,,,,,,,,,
2019,4,1,RB,2559169,Austin Ekeler,RB,LAC,@MIA,29.2,,,,60.0,1.0,5.0,62.0,1.0,,,,,,,,,,,,,,,,,,
2019,4,1,WR,2543457,Sammy Watkins,WR,KC,@DET,6.4,,,,,,3.0,54.0,,,,,1.0,,,,,,,,,,,,,,
2019,4,1,WR,2558149,JuJu Smith-Schuster,WR,PIT,CIN,4.5,,,,,,3.0,15.0,,,,,,,,,,,,,,,,,,,
2019,4,1,TE,2552408,Darren Waller,TE,LV,@IND,12.3,,,,,,7.0,53.0,,,,,,,,,,,,,,,,,,,
2019,4,1,W/R,2562379,Marquise Brown,WR,BAL,CLE,6.2,,,,,,4.0,22.0,,,,,,,,,,,,,,,,,,,
2019,4,1,BN,2495966,Delanie Walker,TE,TEN,@ATL,1.4,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,
2019,4,1,BN,2507164,Adrian Peterson,RB,WAS,@NYG,2.8,,,,28.0,,,,,,,,,,,,,,,,,,,,,,
2019,4,1,BN,2537931,Josh Gordon,WR,SEA,@ARI,7.6,,,,,,3.0,46.0,,,,,,,,,,,,,,,,,,,
2019,4,1,BN,2553895,Adam Humphries,WR,TEN,@ATL,3.5,,,,,,2.0,15.0,,,,,,,,,,,,,,,,,,,
2019,4,1,BN,2560860,Mason Rudolph,QB,PIT,CIN,20.86,229.0,2.0,,-3.0,,,,,,,,,,,,,,,,,,,,,,
2019,4,1,BN,2561018,D.J. Chark,WR,JAX,@DEN,8.4,,,,,,4.0,44.0,,,,,,,,,,,,,,,,,,,
2019,4,1,K,2506922,Stephen Gostkowski,K,NE,@BUF,4.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,
2019,4,1,DEF,100020,Minnesota Vikings,,,@CHI,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,16.0
2019,4,1,QB,2558063,Deshaun Watson,QB,HOU,CAR,11.6,160.0,,,12.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,
2019,4,1,RB,2495466,Mark Ingram,RB,BAL,CLE,8.1,,,,71.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,
2019,4,1,RB,2557991,Dalvin Cook,RB,MIN,@CHI,19.0,,,,35.0,1.0,6.0,35.0,,,,,,,,,,,,,,,,,,,
2019,4,1,WR,2543509,Allen Robinson,WR,CHI,MIN,14.7,,,,,,7.0,77.0,,,,,,,,,,,,,,,,,,,
2019,4,1,WR,2556370,Michael Thomas,WR,NO,DAL,18.5,,,,,,9.0,95.0,,,,,,,,,,,,,,,,,,,
2019,4,1,TE,2561046,Will Dissly,TE,SEA,@ARI,18.7,,,,,,7.0,57.0,1.0,,,,,,,,,,,,,,,,,,
2019,4,1,W/R,2560733,Royce Freeman,RB,DEN,JAX,9.0,,,,16.0,,4.0,34.0,,,,,,,,,,,,,,,,,,,
2019,4,1,BN,497326,Golden Tate,WR,NYG,WAS,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,1,BN,2539964,Marquise Goodwin,WR,SF,Bye,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,1,BN,2543465,Teddy Bridgewater,QB,NO,DAL,6.52,193.0,,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,
2019,4,1,BN,2543491,Paul Richardson,WR,WAS,@NYG,4.4,,,,,,3.0,14.0,,,,,,,,,,,,,,,,,,,
2019,4,1,BN,2560847,Trey Quinn,WR,WAS,@NYG,3.0,,,,,,2.0,10.0,,,,,,,,,,,,,,,,,,,
2019,4,1,K,2503471,Adam Vinatieri,K,IND,LV,6.0,,,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,
2019,4,1,DEF,100017,Los Angeles Rams,,,TB,6.0,,,,,,,,,,,,,,,,,,,2.0,1.0,,,1.0,,,49.0
2019,4,1,BN,100004,Carolina Panthers,,,@HOU,14.0,,,,,,,,,,,,,,,,,,,6.0,1.0,1.0,,,,,10.0
2019,5,1,QB,2560757,Lamar Jackson,QB,BAL,@PIT,13.44,161.0,1.0,3.0,70.0,,,,,,,,,,,,,,,,,,,,,,
2019,5,1,RB,2556075,Derrick Henry,RB,TEN,BUF,13.8,,,,78.0,1.0,,,,,,,,,,,,,,,,,,,,,
2019,5,1,RB,2559169,Austin Ekeler,RB,LAC,DEN,22.3,,,,7.0,,15.0,86.0,,,,,1.0,,,,,,,,,,,,,,
2019,5,1,WR,2543457,Sammy Watkins,WR,KC,IND,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,5,1,WR,2562379,Marquise Brown,WR,BAL,@PIT,11.2,,,,,,3.0,22.0,1.0,,,,,,,,,,,,,,,,,,
2019,5,1,TE,2552408,Darren Waller,TE,LV,CHI,7.9,,,,,,4.0,39.0,,,,,,,,,,,,,,,,,,,
2019,5,1,W/R,2558149,JuJu Smith-Schuster,WR,PIT,BAL,18.5,,,,,,7.0,75.0,1.0,,,,1.0,,,,,,,,,,,,,,
2019,5,1,BN,2495450,A.J. Green,WR,CIN,ARI,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,5,1,BN,2495455,Cam Newton,QB,CAR,JAX,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,5,1,BN,2495966,Delanie Walker,TE,TEN,BUF,2.0,,,,,,1.0,10.0,,,,,,,,,,,,,,,,,,,
2019,5,1,BN,2507164,Adrian Peterson,RB,WAS,NE,1.8,,,,18.0,,,,,,,,,,,,,,,,,,,,,,
2019,5,1,BN,2537931,Josh Gordon,WR,SEA,LAR,10.9,,,,,,5.0,59.0,,,,,,,,,,,,,,,,,,,
2019,5,1,BN,2561018,D.J. Chark,WR,JAX,@CAR,36.4,,,,,,8.0,164.0,2.0,,,,,,,,,,,,,,,,,,
2019,5,1,K,2558172,Jake Elliott,K,PHI,NYJ,7.0,,,,,,,,,,,,,4.0,,1.0,,,,,,,,,,,
2019,5,1,DEF,100020,Minnesota Vikings,,,@NYG,12.0,,,,,,,,,,,,,,,,,,,4.0,1.0,,1.0,,,,10.0
2019,5,1,QB,2552466,Marcus Mariota,QB,TEN,BUF,8.62,183.0,,,13.0,,,,,,,,,,,,,,,,,,,,,,
2019,5,1,RB,2540011,Chris Thompson,RB,WAS,NE,8.8,,,,21.0,,5.0,17.0,,,,,,,,,,,,,,,,,,,
2019,5,1,RB,2558019,Alvin Kamara,RB,NO,TB,16.92,13.0,,,62.0,,6.0,42.0,,,,,,,,,,,,,,,,,,,
2019,5,1,WR,2540154,Keenan Allen,WR,LAC,DEN,5.8,,,,,,4.0,18.0,,,,,,,,,,,,,,,,,,,
2019,5,1,WR,2555295,Sterling Shepard,WR,NYG,MIN,9.7,,,,-2.0,,5.0,49.0,,,,,,,,,,,,,,,,,,,
2019,5,1,TE,2555415,Austin Hooper,TE,ATL,@HOU,13.6,,,,,,6.0,56.0,,,,1.0,,,,,,,,,,,,,,,
2019,5,1,W/R,2552424,Phillip Dorsett,WR,NE,@WAS,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,5,1,BN,2505629,Jason Witten,TE,DAL,GB,5.9,,,,,,3.0,29.0,,,,,,,,,,,,,,,,,,,
2019,5,1,BN,2543847,John Brown,WR,BUF,@TEN,12.5,,,,,,5.0,75.0,,,,,,,,,,,,,,,,,,,
2019,5,1,BN,2552461,Duke Johnson,RB,HOU,ATL,7.7,,,,59.0,,1.0,8.0,,,,,,,,,,,,,,,,,,,
2019,5,1,BN,2560800,Baker Mayfield,QB,CLE,@SF,-2.0,100.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,
2019,5,1,BN,2560854,Calvin Ridley,WR,ATL,@HOU,19.8,,,,,,5.0,88.0,1.0,,,,,,,,,,,,,,,,,,
2019,5,1,K,2558245,Harrison Butker,K,KC,IND,7.0,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,
2019,5,1,DEF,100022,New Orleans Saints,,,TB,6.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,24.0
2019,5,1,BN,100016,Kansas City Chiefs,,,IND,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,19.0
2019,6,1,QB,2560757,Lamar Jackson,QB,BAL,CIN,30.64,236.0,,,152.0,1.0,,,,,,,,,,,,,,,,,,,,,
2019,6,1,RB,2556075,Derrick Henry,RB,TEN,@DEN,4.3,,,,28.0,,1.0,5.0,,,,,,,,,,,,,,,,,,,
2019,6,1,RB,2559169,Austin Ekeler,RB,LAC,PIT,5.8,,,,14.0,,3.0,14.0,,,,,,,,,,,,,,,,,,,
2019,6,1,WR,2558149,JuJu Smith-Schuster,WR,PIT,@LAC,1.7,,,,,,1.0,7.0,,,,,,,,,,,,,,,,,,,
2019,6,1,WR,2561018,D.J. Chark,WR,JAX,NO,7.3,,,,,,3.0,43.0,,,,,,,,,,,,,,,,,,,
2019,6,1,TE,2495966,Delanie Walker,TE,TEN,@DEN,7.3,,,,,,3.0,43.0,,,,,,,,,,,,,,,,,,,
2019,6,1,W/R,2507164,Adrian Peterson,RB,WAS,@MIA,15.6,,,,118.0,,2.0,18.0,,,,,,,,,,,,,,,,,,,
2019,6,1,BN,2495450,A.J. Green,WR,CIN,@BAL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,6,1,BN,2495455,Cam Newton,QB,CAR,@TB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,6,1,BN,2537931,Josh Gordon,WR,SEA,@CLE,1.7,,,,,,1.0,7.0,,,,,,,,,,,,,,,,,,,
2019,6,1,BN,2543457,Sammy Watkins,WR,KC,HOU,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,6,1,BN,2552408,Darren Waller,TE,LV,Bye,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,6,1,BN,2562379,Marquise Brown,WR,BAL,CIN,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,6,1,K,2539227,Dustin Hopkins,K,WAS,@MIA,5.0,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,
2019,6,1,DEF,100019,Miami Dolphins,,,WAS,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,17.0
2019,6,1,QB,2506363,Aaron Rodgers,QB,GB,DET,22.32,283.0,2.0,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,
2019,6,1,RB,2540175,Le'Veon Bell,RB,NYJ,DAL,12.3,,,,50.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
2019,6,1,RB,2560935,Darrel Williams,RB,KC,HOU,6.2,,,,,,1.0,52.0,,,,,,,,,,,,,,,,,,,
2019,6,1,WR,2543496,Odell Beckham,WR,CLE,SEA,16.1,,,,,,6.0,101.0,,,,,,,,,,,,,,,,,,,
2019,6,1,WR,2558052,Kenny Golladay,WR,DET,@GB,17.1,,,,,,5.0,121.0,,,,,,,,,,,,,,,,,,,
2019,6,1,TE,2560957,Mark Andrews,TE,BAL,CIN,13.9,,,,,,6.0,99.0,,,,,1.0,,,,,,,,,,,,,,
2019,6,1,W/R,2552415,Jamison Crowder,WR,NYJ,DAL,15.8,,,,,,6.0,98.0,,,,,,,,,,,,,,,,,,,
2019,6,1,BN,382,Joe Flacco,QB,DEN,TEN,4.98,177.0,,1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,
2019,6,1,BN,2557858,Evan Engram,TE,NYG,@NE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,6,1,BN,2560742,Nyheim Hines,RB,IND,Bye,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,6,1,BN,2560781,Christian Kirk,WR,ARI,ATL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,6,1,BN,2560862,Jaylen Samuels,RB,PIT,@LAC,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,6,1,K,2558178,Zane Gonzalez,K,ARI,ATL,10.0,,,,,,,,,,,,,4.0,,1.0,1.0,,,,,,,,,,
2019,6,1,DEF,100001,Atlanta Falcons,,,@ARI,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,34.0
2019,6,1,BN,100003,Buffalo Bills,,,Bye,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,7,1,QB,2560757,Lamar Jackson,QB,BAL,@SEA,23.32,143.0,,,116.0,1.0,,,,,,,,,,,,,,,,,,,,,
2019,7,1,RB,2556075,Derrick Henry,RB,TEN,LAC,17.8,,,,90.0,1.0,1.0,18.0,,,,,,,,,,,,,,,,,,,
2019,7,1,RB,2559169,Austin Ekeler,RB,LAC,@TEN,25.5,,,,7.0,,7.0,118.0,1.0,,,,,,,,,,,,,,,,,,
2019,7,1,WR,2553895,Adam Humphries,WR,TEN,LAC,8.0,,,,,,4.0,40.0,,,,,,,,,,,,,,,,,,,
2019,7,1,WR,2561018,D.J. Chark,WR,JAX,@CIN,10.3,,,,20.0,,3.0,53.0,,,,,,,,,,,,,,,,,,,
2019,7,1,TE,2552408,Darren Waller,TE,LV,@GB,31.6,,,,,,7.0,126.0,2.0,,,,,,,,,,,,,,,,,,
2019,7,1,W/R,2507164,Adrian Peterson,RB,WAS,SF,6.1,,,,81.0,,,,,,,,1.0,,,,,,,,,,,,,,
2019,7,1,BN,2495450,A.J. Green,WR,CIN,JAX,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,7,1,BN,2495966,Delanie Walker,TE,TEN,LAC,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,7,1,BN,2537931,Josh Gordon,WR,SEA,BAL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,7,1,BN,2543457,Sammy Watkins,WR,KC,@DEN,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,7,1,BN,2558149,JuJu Smith-Schuster,WR,PIT,Bye,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,7,1,BN,2562379,Marquise Brown,WR,BAL,@SEA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,7,1,K,2504797,Matt Bryant,,,Bye,6.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,
2019,7,1,DEF,100023,New York Giants,,,ARI,8.0,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,27.0
2019,7,1,QB,2532975,Russell Wilson,QB,SEA,BAL,16.34,241.0,1.0,1.0,27.0,,,,,,,,,,,,,,,,,,,,,,
