season,week,team_id,slot,player_id,player_name,position,nfl_team,opponent,fantasy_points,stat_5,stat_6,stat_7,stat_14,stat_15,stat_20,stat_21,stat_22,stat_28,stat_29,stat_32,stat_30,stat_33,stat_35,stat_36,stat_37,stat_38,stat_39,stat_45,stat_46,stat_47,stat_49,stat_50,stat_93,stat_53,stat_54
2020,4,1,QB,2560955,Josh Allen,QB,BUF,@LV,29.42,288.0,2.0,,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,
2020,4,1,RB,2552469,Melvin Gordon,RB,DEN,@NYJ,25.8,,,,107.0,2.0,2.0,11.0,,,,,,,,,,,,,,,,,,,
2020,4,1,RB,2562270,Myles Gaskin,RB,MIA,SEA,9.2,,,,40.0,,3.0,22.0,,,,,,,,,,,,,,,,,,,
2020,4,1,WR,2560813,D.J. Moore,WR,CAR,ARI,8.9,,,,,,4.0,49.0,,,,,,,,,,,,,,,,,,,
2020,4,1,WR,2560854,Calvin Ridley,WR,ATL,@GB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,1,TE,2558266,George Kittle,TE,SF,PHI,40.1,,,,8.0,,15.0,183.0,1.0,,,,,,,,,,,,,,,,,,
2020,4,1,W/R,2562379,Marquise Brown,WR,BAL,@WAS,12.6,,,,,,4.0,86.0,,,,,,,,,,,,,,,,,,,
2020,4,1,BN,2495455,Cam Newton,QB,NE,@KC,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,1,BN,2506106,Larry Fitzgerald,WR,ARI,@CAR,2.4,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,
2020,4,1,BN,2560809,Sony Michel,RB,NE,@KC,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,1,BN,2562378,T.J. Hockenson,TE,DET,NO,10.9,,,,,,2.0,9.0,1.0,,,1.0,,,,,,,,,,,,,,,
2020,4,1,BN,2563965,D'Andre Swift,RB,DET,NO,15.2,,,,22.0,,4.0,30.0,1.0,,,,,,,,,,,,,,,,,,
2020,4,1,RES,2557997,Christian McCaffrey,RB,CAR,ARI,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,1,K,2506264,Robbie Gould,K,SF,PHI,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
2020,4,1,DEF,100029,San Francisco 49ers,,,PHI,6.0,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,19.0
2020,4,1,BN,100028,Los Angeles Chargers,,,@TB,4.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,38.0
2020,5,1,QB,2558063,Deshaun Watson,QB,HOU,JAX,30.86,359.0,3.0,2.0,25.0,,,,,,,,,,,,,,,,,,,,,,
2020,5,1,RB,2564148,Jonathan Taylor,RB,IND,@CLE,15.4,,,,57.0,1.0,2.0,17.0,,,,,,,,,,,,,,,,,,,
2020,5,1,RB,2565258,Ke'Shawn Vaughn,RB,TB,@CHI,0.5,,,,,,2.0,5.0,,,,,1.0,,,,,,,,,,,,,,
2020,5,1,WR,2563731,Tee Higgins,WR,CIN,@BAL,10.2,,,,,,4.0,62.0,,,,,,,,,,,,,,,,,,,
2020,5,1,WR,2564556,Justin Jefferson,WR,MIN,@SEA,5.3,,,,,,3.0,23.0,,,,,,,,,,,,,,,,,,,
2020,5,1,TE,2560747,Hayden Hurst,TE,ATL,CAR,2.8,,,,,,2.0,8.0,,,,,,,,,,,,,,,,,,,
2020,5,1,W/R,2562721,Deebo Samuel,WR,SF,MIA,4.2,,,,3.0,,2.0,19.0,,,,,,,,,,,,,,,,,,,
2020,5,1,BN,2543495,Davante Adams,WR,GB,Bye,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,1,BN,2543847,John Brown,WR,BUF,@TEN,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,1,BN,2558116,Aaron Jones,RB,GB,Bye,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,1,BN,2559270,Robert Tonyan,TE,GB,Bye,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,1,BN,2562653,Travis Fulgham,WR,PHI,@PIT,31.2,,,,,,10.0,152.0,1.0,,,,,,,,,,,,,,,,,,
2020,5,1,BN,2562734,Devin Singletary,RB,BUF,@TEN,4.3,,,,25.0,,1.0,8.0,,,,,,,,,,,,,,,,,,,
2020,5,1,RES,2559169,Austin Ekeler,RB,LAC,@NO,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,1,RES,2560787,Allen Lazard,WR,GB,Bye,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,1,K,2564106,Rodrigo Blankenship,K,IND,@CLE,11.0,,,,,,,,,,,,,2.0,,1.0,2.0,,,,,,,,,,
2020,5,1,DEF,100031,Tampa Bay Buccaneers,,,@CHI,6.0,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,20.0
2020,5,1,QB,310,Matt Ryan,QB,ATL,CAR,6.94,226.0,,1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,
2020,5,1,RB,2556075,Derrick Henry,RB,TEN,BUF,19.3,,,,57.0,2.0,1.0,6.0,,,,,,,,,,,,,,,,,,,
2020,5,1,RB,2560770,Ronald Jones,RB,TB,@CHI,15.5,,,,106.0,,3.0,19.0,,,,,,,,,,,,,,,,,,,
2020,5,1,WR,2552487,Amari Cooper,WR,DAL,NYG,4.1,,,,-2.0,,2.0,23.0,,,,,,,,,,,,,,,,,,,
2020,5,1,WR,2556462,Robby Anderson,WR,CAR,@ATL,19.5,,,,3.0,,8.0,112.0,,,,,,,,,,,,,,,,,,,
2020,5,1,TE,2555364,Tyler Higbee,TE,LA,@WAS,3.2,,,,,,2.0,12.0,,,,,,,,,,,,,,,,,,,
2020,5,1,W/R,2558865,Chris Carson,RB,SEA,MIN,19.9,,,,52.0,1.0,6.0,27.0,,,,,,,,,,,,,,,,,,,
2020,5,1,BN,2532956,Ryan Tannehill,QB,TEN,BUF,36.0,195.0,3.0,,42.0,1.0,,,,,,,,,,,,,,,,,,,,,
2020,5,1,BN,2540169,Robert Woods,WR,LA,@WAS,17.1,,,,,,4.0,71.0,1.0,,,,,,,,,,,,,,,,,,
2020,5,1,BN,2543466,Eric Ebron,TE,PIT,PHI,7.3,,,,,,5.0,43.0,,,,,1.0,,,,,,,,,,,,,,
2020,5,1,BN,2552415,Jamison Crowder,WR,NYJ,ARI,25.6,,,,,,8.0,116.0,1.0,,,,,,,,,,,,,,,,,,
2020,5,1,BN,2552461,Duke Johnson,RB,HOU,JAX,2.9,,,,8.0,,1.0,11.0,,,,,,,,,,,,,,,,,,,
2020,5,1,K,2560993,Daniel Carlson,K,LV,@KC,10.0,,,,,,,,,,,,,4.0,,,1.0,1.0,,,,,,,,,
2020,5,1,DEF,100005,Chicago Bears,,,TB,6.0,,,,,,,,,,,,,,,,,,,3.0,,1.0,,,,,19.0
2020,5,1,BN,100011,Green Bay Packers,,,Bye,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,6,1,QB,2558063,Deshaun Watson,QB,HOU,@TEN,40.0,335.0,4.0,,26.0,,,,,,,,,,,,,,,,,,,,,,
2020,6,1,RB,2558116,Aaron Jones,RB,GB,@TB,13.1,,,,15.0,1.0,3.0,26.0,,,,,,,,,,,,,,,,,,,
2020,6,1,RB,2564148,Jonathan Taylor,RB,IND,CIN,15.5,,,,60.0,,4.0,55.0,,,,,,,,,,,,,,,,,,,
2020,6,1,WR,2543495,Davante Adams,WR,GB,@TB,12.1,,,,,,6.0,61.0,,,,,,,,,,,,,,,,,,,
2020,6,1,WR,2564556,Justin Jefferson,WR,MIN,ATL,39.6,,,,,,9.0,166.0,2.0,,,1.0,,,,,,,,,,,,,,,
2020,6,1,TE,2559270,Robert Tonyan,TE,GB,@TB,5.5,,,,,,3.0,25.0,,,,,,,,,,,,,,,,,,,
2020,6,1,W/R,2562734,Devin Singletary,RB,BUF,KC,5.5,,,,32.0,,1.0,13.0,,,,,,,,,,,,,,,,,,,
2020,6,1,BN,2543847,John Brown,WR,BUF,KC,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,6,1,BN,2561146,Boston Scott,RB,PHI,BAL,2.9,,,,4.0,,2.0,5.0,,,,,,,,,,,,,,,,,,,
2020,6,1,BN,2562653,Travis Fulgham,WR,PHI,BAL,19.5,,,,,,6.0,75.0,1.0,,,,,,,,,,,,,,,,,,
2020,6,1,BN,2562674,Diontae Johnson,WR,PIT,CLE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,6,1,BN,2562721,Deebo Samuel,WR,SF,LAR,18.0,,,,-6.0,,6.0,66.0,1.0,,,,,,,,,,,,,,,,,,
2020,6,1,BN,2563731,Tee Higgins,WR,CIN,@IND,18.7,,,,2.0,,6.0,125.0,,,,,,,,,,,,,,,,,,,
2020,6,1,RES,2559169,Austin Ekeler,RB,LAC,Bye,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,6,1,RES,2560787,Allen Lazard,WR,GB,@TB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,6,1,K,2564106,Rodrigo Blankenship,K,IND,CIN,7.0,,,,,,,,,,,,,4.0,,,,1.0,,,,,,,,,
2020,6,1,DEF,100019,Miami Dolphins,,,NYJ,15.0,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,0.0
2020,6,1,QB,2562796,Gardner Minshew,QB,JAX,DET,20.12,243.0,1.0,1.0,14.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,
2020,6,1,RB,2557917,Kareem Hunt,RB,CLE,@PIT,7.7,,,,40.0,,2.0,17.0,,,,,,,,,,,,,,,,,,,
2020,6,1,RB,2565276,Antonio Gibson,RB,WAS,@NYG,9.5,,,,30.0,,4.0,25.0,,,,,,,,,,,,,,,,,,,
2020,6,1,WR,2540165,DeAndre Hopkins,WR,ARI,@DAL,9.3,,,,,,2.0,73.0,,,,,,,,,,,,,,,,,,,
2020,6,1,WR,2543498,Brandin Cooks,WR,HOU,@TEN,21.8,,,,,,9.0,68.0,1.0,,,,,,,,,,,,,,,,,,
2020,6,1,TE,2558207,Jonnu Smith,TE,TEN,HOU,2.3,,,,,,1.0,13.0,,,,,,,,,,,,,,,,,,,
2020,6,1,W/R,2553728,Raheem Mostert,RB,SF,LAR,9.6,,,,65.0,,2.0,11.0,,,,,,,,,,,,,,,,,,,
2020,6,1,BN,2504211,Tom Brady,QB,TB,GB,18.64,166.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2020,6,1,BN,2540154,Keenan Allen,WR,LAC,Bye,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,6,1,BN,2543457,Sammy Watkins,WR,KC,@BUF,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,6,1,BN,2555230,Kenyan Drake,RB,ARI,@DAL,28.4,,,,164.0,2.0,,,,,,,,,,,,,,,,,,,,,
2020,6,1,BN,2557976,Joe Mixon,RB,CIN,@IND,14.9,,,,54.0,1.0,2.0,15.0,,,,,,,,,,,,,,,,,,,
2020,6,1,BN,2562383,Noah Fant,TE,DEN,@NE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,6,1,K,2559205,Younghoe Koo,K,ATL,@MIN,18.0,,,,,,,,,,,,,4.0,,1.0,,2.0,1.0,,,,,,,,
2020,6,1,DEF,100014,Indianapolis Colts,,,CIN,4.0,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,27.0
2020,7,1,QB,2558063,Deshaun Watson,QB,HOU,GB,28.16,309.0,2.0,,38.0,,,,,,,,,,,,,,,,,,,,,,
2020,7,1,RB,2540156,Giovani Bernard,RB,CIN,CLE,20.6,,,,37.0,,5.0,59.0,1.0,,,,,,,,,,,,,,,,,,
2020,7,1,RB,2561146,Boston Scott,RB,PHI,NYG,18.2,,,,46.0,,3.0,46.0,1.0,,,,,,,,,,,,,,,,,,
2020,7,1,WR,2543495,Davante Adams,WR,GB,@HOU,44.6,,,,,,13.0,196.0,2.0,,,,,,,,,,,,,,,,,,
2020,7,1,WR,2562653,Travis Fulgham,WR,PHI,NYG,12.3,,,,,,5.0,73.0,,,,,,,,,,,,,,,,,,,
2020,7,1,TE,2557858,Evan Engram,TE,NYG,@PHI,10.9,,,,3.0,,6.0,46.0,,,,,,,,,,,,,,,,,,,
2020,7,1,W/R,2552430,Tyler Lockett,WR,SEA,@ARI,53.0,,,,,,15.0,200.0,3.0,,,,,,,,,,,,,,,,,,
2020,7,1,BN,2543465,Teddy Bridgewater,QB,CAR,@NO,23.16,254.0,2.0,,10.0,,,,,,,,,,,,,,,,,,,,,,
2020,7,1,BN,2558116,Aaron Jones,RB,GB,@HOU,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,7,1,BN,2562674,Diontae Johnson,WR,PIT,@TEN,29.0,,,,,,9.0,80.0,2.0,,,,,,,,,,,,,,,,,,
2020,7,1,BN,2563731,Tee Higgins,WR,CIN,CLE,18.8,,,,7.0,,5.0,71.0,1.0,,,,,,,,,,,,,,,,,,
2020,7,1,BN,2564148,Jonathan Taylor,RB,IND,Bye,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,7,1,BN,2564556,Justin Jefferson,WR,MIN,Bye,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,7,1,RES,2559169,Austin Ekeler,RB,LAC,JAX,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,7,1,RES,2560787,Allen Lazard,WR,GB,@HOU,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,7,1,K,2564397,Sam Sloman,,,Bye,6.0,,,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,
2020,7,1,DEF,100028,Los Angeles Chargers,,,JAX,6.0,,,,,,,,,,,,,,,,,,,5.0,,1.0,,,,,29.0
2020,7,1,QB,2565045,Justin Herbert,QB,LAC,JAX,44.48,347.0,3.0,,66.0,1.0,,,,,,,,,,,,,,,,,,,,,
2020,7,1,RB,2540175,Le'Veon Bell,RB,KC,@DEN,3.9,,,,39.0,,,,,,,,,,,,,,,,,,,,,,
2020,7,1,RB,2560711,Chase Edmonds,RB,ARI,SEA,21.5,,,,58.0,,7.0,87.0,,,,,,,,,,,,,,,,,,,
2020,7,1,WR,2558846,Mike Williams,WR,LAC,JAX,1.4,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,
2020,7,1,WR,2560854,Calvin Ridley,WR,ATL,DET,19.9,,,,,,5.0,69.0,1.0,,,1.0,,,,,,,,,,,,,,,
2020,7,1,TE,2562378,T.J. Hockenson,TE,DET,@ATL,16.9,,,,,,5.0,59.0,1.0,,,,,,,,,,,,,,,,,,
2020,7,1,W/R,2543773,James White,RB,NE,SF,1.3,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,
2020,7,1,BN,497240,Rob Gronkowski,TE,TB,@LV,17.2,,,,,,5.0,62.0,1.0,,,,,,,,,,,,,,,,,,
2020,7,1,BN,2541785,Adam Thielen,WR,MIN,Bye,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,7,1,BN,2552409,DeVante Parker,WR,MIA,Bye,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,7,1,BN,2560994,Mike Gesicki,TE,MIA,Bye,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,7,1,BN,2562270,Myles Gaskin,RB,MIA,Bye,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,7,1,BN,2564499,Tua Tagovailoa,QB,MIA,Bye,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,7,1,K,2506922,Stephen Gostkowski,K,TEN,PIT,8.0,,,,,,,,,,,,,3.0,,,,,1.0,,,,,,,,
2020,7,1,DEF,100003,Buffalo Bills,,,@NYJ,14.0,,,,,,,,,,,,,,,,,,,6.0,2.0,,,,,,10.0
2020,8,1,QB,2543465,Teddy Bridgewater,QB,CAR,ATL,14.04,176.0,1.0,1.0,30.0,,,,,,,,,,,,,,,,,,,,,,
2020,8,1,RB,2561146,Boston Scott,RB,PHI,DAL,9.9,,,,70.0,,2.0,9.0,,,,,,,,,,,,,,,,,,,
2020,8,1,RB,2564148,Jonathan Taylor,RB,IND,@DET,5.1,,,,22.0,,2.0,9.0,,,,,,,,,,,,,,,,,,,
2020,8,1,WR,2543495,Davante Adams,WR,GB,MIN,30.3,,,,,,7.0,53.0,3.0,,,,,,,,,,,,,,,,,,
2020,8,1,WR,2552430,Tyler Lockett,WR,SEA,SF,7.3,,,,,,4.0,33.0,,,,,,,,,,,,,,,,,,,
2020,8,1,TE,2557858,Evan Engram,TE,NYG,TB,12.0,,,,9.0,,5.0,61.0,,,,,,,,,,,,,,,,,,,
2020,8,1,W/R,2562653,Travis Fulgham,WR,PHI,DAL,19.8,,,,,,6.0,78.0,1.0,,,,,,,,,,,,,,,,,,
2020,8,1,BN,2556370,Michael Thomas,WR,NO,@CHI,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,8,1,BN,2558063,Deshaun Watson,QB,HOU,Bye,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,8,1,BN,2558116,Aaron Jones,RB,GB,MIN,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,8,1,BN,2562674,Diontae Johnson,WR,PIT,@BAL,1.6,,,,,,1.0,6.0,,,,,,,,,,,,,,,,,,,
2020,8,1,BN,2563617,Zack Moss,RB,BUF,NE,20.1,,,,81.0,2.0,,,,,,,,,,,,,,,,,,,,,
2020,8,1,BN,2563731,Tee Higgins,WR,CIN,TEN,14.4,,,,6.0,,6.0,78.0,,,,,,,,,,,,,,,,,,,
2020,8,1,RES,2559169,Austin Ekeler,RB,LAC,@DEN,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,8,1,RES,2560787,Allen Lazard,WR,GB,MIN,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,8,1,K,2564106,Rodrigo Blankenship,K,IND,@DET,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
2020,8,1,DEF,100028,Los Angeles Chargers,,,@DEN,3.0,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,31.0
2020,8,1,QB,2555334,Jared Goff,QB,LA,@MIA,12.2,355.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,
2020,8,1,RB,2552475,Todd Gurley,RB,ATL,@CAR,10.6,,,,46.0,1.0,,,,,,,,,,,,,,,,,,,,,
2020,8,1,RB,2555224,Ezekiel Elliott,RB,DAL,@PHI,8.3,,,,63.0,,1.0,10.0,,,,,,,,,,,,,,,,,,,
2020,8,1,WR,2543468,Mike Evans,WR,TB,@NYG,16.5,,,,,,5.0,55.0,1.0,,,,,,,,,,,,,,,,,,
2020,8,1,WR,2562685,DK Metcalf,WR,SEA,SF,40.1,,,,,,12.0,161.0,2.0,,,,,,,,,,,,,,,,,,
2020,8,1,TE,2560995,Dallas Goedert,TE,PHI,DAL,2.5,,,,,,1.0,15.0,,,,,,,,,,,,,,,,,,,
2020,8,1,W/R,2557848,Corey Davis,WR,TEN,@CIN,26.8,,,,,,8.0,128.0,1.0,,,,,,,,,,,,,,,,,,
2020,8,1,BN,2504775,Drew Brees,QB,NO,@CHI,23.6,280.0,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,
2020,8,1,BN,2559270,Robert Tonyan,TE,GB,MIN,12.9,,,,,,5.0,79.0,,,,,,,,,,,,,,,,,,,
2020,8,1,BN,2559947,Phillip Lindsay,RB,DEN,LAC,15.6,,,,83.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
2020,8,1,BN,2560781,Christian Kirk,WR,ARI,Bye,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,8,1,BN,2563848,CeeDee Lamb,WR,DAL,@PHI,8.6,,,,19.0,,4.0,27.0,,,,,,,,,,,,,,,,,,,
2020,8,1,BN,2564970,Chase Claypool,WR,PIT,@BAL,13.2,,,,,,5.0,42.0,1.0,,,,1.0,,,,,,,,,,,,,,
2020,8,1,K,2558245,Harrison Butker,K,KC,NYJ,5.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,
2020,8,1,DEF,100002,Baltimore Ravens,,,PIT,4.0,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,22.0
2020,9,1,QB,2558063,Deshaun Watson,QB,HOU,@JAX,28.24,281.0,2.0,,50.0,,,,,,,,,,,,,,,,,,,,,,
2020,9,1,RB,2558116,Aaron Jones,RB,GB,@SF,12.9,,,,58.0,,5.0,21.0,,,,,,,,,,,,,,,,,,,
2020,9,1,RB,2565144,DeeJay Dallas,RB,SEA,@BUF,11.9,,,,31.0,1.0,2.0,8.0,,,,,,,,,,,,,,,,,,,
2020,9,1,WR,2543495,Davante Adams,WR,GB,@SF,33.3,,,,,,10.0,173.0,1.0,,,,,,,,,,,,,,,,,,
2020,9,1,WR,2552430,Tyler Lockett,WR,SEA,@BUF,8.0,,,,,,4.0,40.0,,,,,,,,,,,,,,,,,,,
2020,9,1,TE,2557858,Evan Engram,TE,NYG,@WAS,15.8,,,,,,5.0,48.0,1.0,,,,,,,,,,,,,,,,,,
2020,9,1,W/R,2556370,Michael Thomas,WR,NO,@TB,10.1,,,,,,5.0,51.0,,,,,,,,,,,,,,,,,,,
2020,9,1,BN,2562653,Travis Fulgham,WR,PHI,Bye,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,9,1,BN,2562674,Diontae Johnson,WR,PIT,@DAL,14.1,,,,4.0,,6.0,77.0,,,,,,,,,,,,,,,,,,,
2020,9,1,BN,2563617,Zack Moss,RB,BUF,SEA,12.8,,,,18.0,1.0,2.0,30.0,,,,,,,,,,,,,,,,,,,
2020,9,1,BN,2563731,Tee Higgins,WR,CIN,Bye,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,9,1,BN,2564148,Jonathan Taylor,RB,IND,BAL,9.4,,,,27.0,1.0,2.0,7.0,,,,,1.0,,,,,,,,,,,,,,
2020,9,1,BN,2564808,La'Mical Perine,RB,NYJ,NE,5.8,,,,19.0,,2.0,19.0,,,,,,,,,,,,,,,,,,,
2020,9,1,RES,2559169,Austin Ekeler,RB,LAC,LV,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,9,1,RES,2560787,Allen Lazard,WR,GB,@SF,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,9,1,K,2564106,Rodrigo Blankenship,K,IND,BAL,4.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,
2020,9,1,DEF,100030,Seattle Seahawks,,,@BUF,3.0,,,,,,,,,,,,,,,,,,,7.0,,,,,,,44.0
2020,9,1,QB,2495455,Cam Newton,QB,NE,@NYJ,24.56,274.0,,,16.0,2.0,,,,,,,,,,,,,,,,,,,,,
2020,9,1,RB,2562377,Josh Jacobs,RB,LV,@LAC,13.8,,,,65.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
2020,9,1,RB,2564223,James Robinson,RB,JAX,HOU,15.9,,,,99.0,1.0,,,,,,,,,,,,,,,,,,,,,
2020,9,1,WR,2649,Danny Amendola,WR,DET,@MIN,14.9,,,,2.0,,7.0,77.0,,,,,,,,,,,,,,,,,,,
2020,9,1,WR,2555295,Sterling Shepard,WR,NYG,@WAS,11.7,,,,18.0,,6.0,39.0,,,,,,,,,,,,,,,,,,,
2020,9,1,TE,2552408,Darren Waller,TE,LV,@LAC,13.2,,,,,,5.0,22.0,1.0,,,,,,,,,,,,,,,,,,
2020,9,1,W/R,2562502,David Montgomery,RB,CHI,@TEN,5.2,,,,30.0,,3.0,12.0,,,,,1.0,,,,,,,,,,,,,,
2020,9,1,BN,2555259,Carson Wentz,QB,PHI,Bye,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,9,1,BN,2557898,Cooper Kupp,WR,LA,Bye,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,9,1,BN,2558052,Kenny Golladay,WR,DET,@MIN,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,9,1,BN,2562805,Preston Williams,WR,MIA,@ARI,16.0,,,,,,4.0,60.0,1.0,,,,,,,,,,,,,,,,,,
2020,9,1,BN,2563722,Joe Burrow,QB,CIN,Bye,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,9,1,BN,2565108,JaMycal Hasty,RB,SF,GB,3.3,,,,3.0,,2.0,10.0,,,,,,,,,,,,,,,,,,,
2020,9,1,K,2506264,Robbie Gould,K,SF,GB,5.0,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,
2020,9,1,DEF,100021,New England Patriots,,,@NYJ,3.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,27.0
2020,10,1,QB,2558063,Deshaun Watson,QB,HOU,@CLE,16.12,163.0,1.0,,36.0,,,,,,,,,,,,,,,,,,,,,,
2020,10,1,RB,2558116,Aaron Jones,RB,GB,JAX,14.5,,,,46.0,,5.0,49.0,,,,,,,,,,,,,,,,,,,
2020,10,1,RB,2564148,Jonathan Taylor,RB,IND,@TEN,5.7,,,,12.0,,2.0,25.0,,,,,,,,,,,,,,,,,,,
2020,10,1,WR,2543495,Davante Adams,WR,GB,JAX,18.6,,,,,,8.0,66.0,1.0,,,,1.0,,,,,,,,,,,,,,
2020,10,1,WR,2556370,Michael Thomas,WR,NO,SF,4.7,,,,,,2.0,27.0,,,,,,,,,,,,,,,,,,,
2020,10,1,TE,2557858,Evan Engram,TE,NYG,PHI,3.5,,,,,,2.0,15.0,,,,,,,,,,,,,,,,,,,
2020,10,1,W/R,2552430,Tyler Lockett,WR,SEA,@LAR,11.6,,,,,,5.0,66.0,,,,,,,,,,,,,,,,,,,
2020,10,1,BN,2560967,Kalen Ballage,RB,LAC,@MIA,15.2,,,,68.0,,5.0,34.0,,,,,,,,,,,,,,,,,,,
2020,10,1,BN,2560994,Mike Gesicki,TE,MIA,LAC,6.0,,,,,,2.0,40.0,,,,,,,,,,,,,,,,,,,
2020,10,1,BN,2562653,Travis Fulgham,WR,PHI,@NYG,1.8,,,,,,1.0,8.0,,,,,,,,,,,,,,,,,,,
2020,10,1,BN,2563617,Zack Moss,RB,BUF,@ARI,2.7,,,,20.0,,1.0,-3.0,,,,,,,,,,,,,,,,,,,
2020,10,1,BN,2563731,Tee Higgins,WR,CIN,@PIT,22.5,,,,,,7.0,115.0,1.0,,,,1.0,,,,,,,,,,,,,,
2020,10,1,RES,2559169,Austin Ekeler,RB,LAC,@MIA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,10,1,RES,2560787,Allen Lazard,WR,GB,JAX,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,10,1,K,2564106,Rodrigo Blankenship,K,IND,@TEN,10.0,,,,,,,,,,,,,4.0,,1.0,,1.0,,,,,,,,,
2020,10,1,DEF,100022,New Orleans Saints,,,SF,14.0,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,13.0
2020,10,1,BN,100032,Washington Football Team,,,@DET,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,30.0
2020,10,1,QB,79860,Matthew Stafford,QB,DET,WAS,29.04,276.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
2020,10,1,RB,2562574,Darrell Henderson,RB,LA,SEA,10.3,,,,28.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,
2020,10,1,RB,2565054,Joshua Kelley,RB,LAC,@MIA,2.1,,,,21.0,,,,,,,,,,,,,,,,,,,,,,
2020,10,1,WR,2508061,Antonio Brown,WR,TB,@CAR,13.6,,,,-3.0,,7.0,69.0,,,,,,,,,,,,,,,,,,,
