user_id,owner,seasons_played,reg_record,reg_win_pct,reg_pf,reg_pa,post_record,post_win_pct,post_pf,post_pa,total_games,total_record,championships,championship_seasons,top_3_finishes,highest_score,lowest_score
21679440,Joey,7,53-43-0,0.5521,12205.32,12082.2,7-3-0,0.7,1416.64,1316.48,106,60-46-0,1,2019,4,199.76,49.46
